file,begin,end,speaker,overall_log_likelihood,speech_log_likelihood,phone_duration_deviation,snr
jiangshuman_question_001,0.0,2.0535,learner,-56.98642816310976,-65.88776111602783,4.167223316010072,20.401368455544166
jiangshuman_question_009,0.0,3.2935,learner,-59.437185362841944,-64.65867815519634,2.9182335180219665,16.17830641106299
jiangshuman_question_006,0.0,3.7335,learner,-58.75307892091153,-62.64031770494249,2.267786837397383,21.750999671623077
jiangshuman_question_007,0.0,3.5935,learner,-58.78424769324513,-69.82017606847427,2.1566212120360317,18.107507769986302
jiangshuman_question_004,0.0,3.5735,learner,-57.04705554096638,-69.31254330803367,2.1433222025731786,17.119757404016568
jiangshuman_question_005,0.0,3.9735,learner,-53.523058682304786,-64.4165096282959,2.1336730035337084,19.736207098217413
jiangshuman_question_002,0.0,3.2335,learner,-50.395716428018574,-55.757158279418945,2.120959693218311,27.778276087093985
jiangshuman_question_008,0.0,3.7735,learner,-59.57477826591512,-67.71231151762463,1.8711142159496654,17.122131207883875
jiangshuman_question_010,0.0,3.7535,learner,-56.992734375,-60.09591329665411,1.630099515011555,18.694999051709395
jiangshuman_question_003,0.0,3.0135,learner,-57.20876375622924,-64.448486328125,0.9171794081002241,18.345029108742096
